tau,w_in,w_re,prob_neu_e,acc,acc_train,num_spikes,std_spikes
120.0,5.0,2.1,0.65,0.8483333333333334,0.9970833333333332,4103.275,531.5262232869294
120.0,5.0,2.1,0.72,0.8483333333333334,0.99875,5327.173333333333,810.9057692618929
120.0,5.0,2.1,0.72,0.88,0.98,3772.6,520.800243215509
120.0,5.0,2.1,0.72,0.8783333333333333,0.9995833333333334,4751.24,588.4870735482075
120.0,5.0,2.1,0.72,0.85,0.99875,6324.208333333333,973.8515654848136
120.0,5.0,2.1,0.72,0.845,0.9970833333333332,4643.748333333333,963.6382922707852
120.0,5.0,2.1,0.78,0.8616666666666667,0.9995833333333334,4697.856666666667,733.749952496686
120.0,5.0,2.1,0.78,0.8833333333333333,1.0,6843.566666666667,881.3270461197831
120.0,5.0,2.1,0.78,0.86,0.9975,7180.965,1083.866161990646
120.0,5.0,2.1,0.78,0.86,0.9954166666666666,7089.363333333334,1015.3635299679072
120.0,5.0,2.1,0.78,0.8683333333333333,1.0,7374.073333333334,977.956860648203
120.0,5.0,2.1,0.85,0.8666666666666667,1.0,8936.421666666667,1660.004542322266
120.0,5.0,2.1,0.85,0.8566666666666667,0.9991666666666666,5694.458333333333,936.7307892864536
120.0,5.0,2.1,0.85,0.8933333333333333,0.9991666666666666,8653.733333333334,1350.940753285979
120.0,5.0,2.1,0.85,0.8666666666666667,0.99875,8934.101666666667,1422.391838183331
120.0,5.0,2.1,0.85,0.8666666666666667,0.9983333333333332,7966.653333333334,1129.7712658567466
120.0,5.0,3.0,0.65,0.86,1.0,8005.725,1148.6999315349217
120.0,5.0,3.0,0.65,0.87,0.9995833333333334,6772.933333333333,924.551761065268
120.0,5.0,3.0,0.65,0.8433333333333334,0.9991666666666666,6763.738333333334,1025.3762885873762
120.0,5.0,3.0,0.65,0.855,0.9995833333333334,8329.586666666666,1487.476968725529
120.0,5.0,3.0,0.65,0.8733333333333333,0.9991666666666666,7454.296666666667,1243.220588628136
120.0,5.0,3.0,0.72,0.8733333333333333,0.9995833333333334,9902.198333333334,1679.4306224622346
120.0,5.0,3.0,0.72,0.8633333333333333,0.9995833333333334,10495.141666666666,1717.8701100288563
120.0,5.0,3.0,0.72,0.8733333333333333,0.9995833333333334,10195.685,1660.0715403585273
120.0,5.0,3.0,0.72,0.8733333333333333,0.9991666666666666,10208.658333333333,1799.1839117399556
120.0,5.0,3.0,0.72,0.8616666666666667,1.0,10647.68,1496.628360994583
120.0,5.0,3.0,0.78,0.85,0.9991666666666666,10597.228333333333,1914.3075082643388
120.0,5.0,3.0,0.78,0.8833333333333333,1.0,11297.748333333331,1714.2283370846162
120.0,5.0,3.0,0.78,0.8833333333333333,0.9966666666666668,12040.21,1719.8659926188047
120.0,5.0,3.0,0.78,0.8533333333333334,0.9983333333333332,12222.69,1903.7847332528609
120.0,5.0,3.0,0.78,0.8683333333333333,0.9991666666666666,10957.736666666666,1715.1771154380012
120.0,5.0,3.0,0.85,0.8783333333333333,0.9720833333333332,13568.96,1273.353604358716
120.0,5.0,3.0,0.85,0.8816666666666667,0.9825,13299.13,1864.0464532212357
120.0,5.0,3.0,0.85,0.8566666666666667,0.9945833333333334,12943.286666666669,1558.6221825132036
120.0,5.0,3.0,0.85,0.88,0.98375,13571.4,1701.634926573069
120.0,5.0,3.0,0.85,0.8833333333333333,0.9879166666666668,13343.926666666666,1452.371594308962
160.0,2.0,0.5,0.65,0.8516666666666667,0.9416666666666668,549.2233333333334,88.1188030760493
160.0,2.0,0.5,0.65,0.835,0.9154166666666668,475.53833333333336,77.5416352498593
160.0,2.0,0.5,0.65,0.85,0.9370833333333334,614.1083333333333,99.8498369080068
160.0,2.0,0.5,0.65,0.835,0.9158333333333334,637.3416666666667,111.24362871893184
160.0,2.0,0.5,0.65,0.8216666666666667,0.91125,494.9,75.47975445994332
160.0,2.0,0.5,0.72,0.8466666666666667,0.9295833333333332,474.3733333333333,76.72798678158809
160.0,2.0,0.5,0.72,0.84,0.9408333333333332,615.6616666666666,91.37689640834942
160.0,2.0,0.5,0.72,0.8316666666666667,0.93375,589.975,95.70826004931166
160.0,2.0,0.5,0.72,0.8416666666666667,0.9316666666666666,623.8,94.68810203328962
160.0,2.0,0.5,0.72,0.8483333333333334,0.9325,600.1716666666666,93.01243033714483
160.0,2.0,0.5,0.78,0.8516666666666667,0.9479166666666666,563.9766666666667,92.10732574315442
160.0,2.0,0.5,0.78,0.8483333333333334,0.92875,488.47,81.45572887567005
160.0,2.0,0.5,0.78,0.8483333333333334,0.9479166666666666,629.2616666666667,103.42817087503556
160.0,2.0,0.5,0.78,0.8533333333333334,0.9225,657.9116666666666,116.39441795273326
160.0,2.0,0.5,0.78,0.825,0.91875,507.6883333333333,78.37262190260633
160.0,2.0,0.5,0.85,0.835,0.9433333333333334,607.4316666666666,91.0193312647862
160.0,2.0,0.5,0.85,0.8483333333333334,0.9479166666666666,593.88,92.22321978041468
160.0,2.0,0.5,0.85,0.8333333333333334,0.9345833333333332,585.0366666666666,90.3576707067837
160.0,2.0,0.5,0.85,0.8416666666666667,0.9420833333333334,591.4883333333333,94.50132202191082
160.0,2.0,0.5,0.85,0.84,0.94625,643.6533333333333,97.82956176716502
160.0,2.0,1.3,0.65,0.825,0.94,529.0533333333333,86.80336296608687
160.0,2.0,1.3,0.65,0.8416666666666667,0.9620833333333332,687.9366666666666,101.57007099644176
160.0,2.0,1.3,0.65,0.85,0.945,660.9866666666667,110.958790348289
160.0,2.0,1.3,0.65,0.8333333333333334,0.9583333333333334,722.5616666666666,116.14869577638638
160.0,2.0,1.3,0.65,0.8416666666666667,0.9625,671.3916666666667,105.46167517423358
160.0,2.0,1.3,0.72,0.83,0.9591666666666666,766.8466666666667,114.63924497696628
160.0,2.0,1.3,0.72,0.8466666666666667,0.9408333333333332,583.89,101.93369364444712
160.0,2.0,1.3,0.72,0.8216666666666667,0.9379166666666666,621.575,97.39177433609748
160.0,2.0,1.3,0.72,0.8333333333333334,0.9491666666666668,641.7683333333333,114.03881501732452
160.0,2.0,1.3,0.72,0.84,0.95,616.9016666666666,98.61677678716175
160.0,2.0,1.3,0.78,0.8433333333333334,0.9525,657.25,109.4899272383842
160.0,2.0,1.3,0.78,0.85,0.9566666666666668,594.0733333333334,100.20203568568633
160.0,2.0,1.3,0.78,0.845,0.9575,763.19,132.1676229893943
160.0,2.0,1.3,0.78,0.83,0.9633333333333334,817.7166666666667,152.8820451270267
160.0,2.0,1.3,0.78,0.8466666666666667,0.9541666666666668,604.6566666666666,94.49745387516477
160.0,2.0,1.3,0.85,0.8,0.9670833333333332,776.9383333333334,168.48246554826477
160.0,2.0,1.3,0.85,0.8416666666666667,0.9595833333333332,606.0033333333333,101.75246101309897
160.0,2.0,1.3,0.85,0.8383333333333334,0.9433333333333334,733.25,135.73522325959954
160.0,2.0,1.3,0.85,0.8283333333333334,0.9633333333333334,686.24,123.35811985164712
160.0,2.0,1.3,0.85,0.85,0.93125,749.715,139.55111527680458
160.0,2.0,2.1,0.65,0.7916666666666666,0.9570833333333332,1122.8333333333333,268.0283795090032
160.0,2.0,2.1,0.65,0.7766666666666666,0.8516666666666667,712.8383333333334,177.20997582121487
160.0,2.0,2.1,0.65,0.8133333333333334,0.9679166666666666,796.4083333333333,213.4309137181293
160.0,2.0,2.1,0.65,0.7833333333333333,0.9891666666666666,921.0616666666666,221.2210158730153
160.0,2.0,2.1,0.65,0.8416666666666667,0.9854166666666668,1173.3066666666666,283.4332007526445
160.0,2.0,2.1,0.72,0.795,0.91125,905.725,239.44921390905975
160.0,2.0,2.1,0.72,0.8266666666666667,0.9991666666666666,1703.4466666666667,313.03686229509066
160.0,2.0,2.1,0.72,0.8033333333333333,1.0,1563.1716666666666,278.646261169765
160.0,2.0,2.1,0.72,0.8466666666666667,0.9979166666666668,1855.2933333333333,285.75908959976914
160.0,2.0,2.1,0.72,0.85,0.9995833333333334,1821.2333333333331,305.6319773118572
160.0,2.0,2.1,0.78,0.8316666666666667,0.9954166666666666,1541.97,366.3165376647179
160.0,2.0,2.1,0.78,0.81,0.9958333333333332,1523.138333333333,328.89927920852745
160.0,2.0,2.1,0.78,0.8483333333333334,0.9995833333333334,2006.4666666666667,391.2456460531613
160.0,2.0,2.1,0.78,0.825,0.9995833333333334,2256.5983333333334,435.5580332522356
160.0,2.0,2.1,0.78,0.8266666666666667,0.9979166666666668,1672.6333333333334,318.3594020739593
160.0,2.0,2.1,0.85,0.8366666666666667,0.9991666666666666,1936.1466666666668,409.6513499170836
160.0,2.0,2.1,0.85,0.8633333333333333,1.0,2599.5916666666667,391.6639396181658
160.0,2.0,2.1,0.85,0.8733333333333333,1.0,2546.6916666666666,400.8197806960408
160.0,2.0,2.1,0.85,0.8616666666666667,0.9991666666666666,2746.525,493.2084745571593
160.0,2.0,2.1,0.85,0.8466666666666667,0.9975,2889.905,466.8427529425728
160.0,2.0,3.0,0.65,0.805,0.99875,2046.12,339.3486048299006
160.0,2.0,3.0,0.65,0.8183333333333334,1.0,2409.266666666667,444.3972347148688
160.0,2.0,3.0,0.65,0.8216666666666667,0.9991666666666666,2783.5416666666665,517.1875207284319
160.0,2.0,3.0,0.65,0.78,1.0,3027.826666666667,562.957076477022
160.0,2.0,3.0,0.65,0.8183333333333334,0.9954166666666666,2216.9166666666665,341.02376220564
160.0,2.0,3.0,0.72,0.8433333333333334,0.9983333333333332,3139.275,567.0719937024458
160.0,2.0,3.0,0.72,0.7966666666666666,0.9991666666666666,3518.018333333333,589.9076436165429
160.0,2.0,3.0,0.72,0.7966666666666666,0.9970833333333332,3251.141666666667,550.9108381555242
160.0,2.0,3.0,0.72,0.8383333333333334,0.9991666666666666,3246.425,574.8502596691304
160.0,2.0,3.0,0.72,0.7916666666666666,0.9995833333333334,3533.3616666666667,596.070687248771
160.0,2.0,3.0,0.78,0.825,0.99875,3918.881666666666,559.7619622040744
160.0,2.0,3.0,0.78,0.8383333333333334,0.9995833333333334,3377.985,593.1514321332004
160.0,2.0,3.0,0.78,0.8083333333333333,0.9954166666666666,4432.225,623.6574361845878
160.0,2.0,3.0,0.78,0.81,0.9970833333333332,3754.7316666666666,559.6097476490995
160.0,2.0,3.0,0.78,0.81,0.9841666666666666,3646.855,584.3415644766338
160.0,2.0,3.0,0.85,0.8,0.9770833333333332,4825.086666666667,642.0806978012101
160.0,2.0,3.0,0.85,0.82,0.9920833333333332,4061.1,638.5764924162701
160.0,2.0,3.0,0.85,0.7966666666666666,0.9925,5268.783333333334,723.4846091813027
160.0,2.0,3.0,0.85,0.8083333333333333,0.99375,4266.336666666667,629.752816578766
160.0,2.0,3.0,0.85,0.7766666666666666,0.985,4312.843333333333,694.770779074333
160.0,3.0,0.5,0.65,0.85,0.95875,1170.6583333333333,134.90132788037667
160.0,3.0,0.5,0.65,0.8533333333333334,0.9525,1162.4466666666667,134.58935255889384
160.0,3.0,0.5,0.65,0.8483333333333334,0.9425,1107.8766666666668,131.6971834255472
160.0,3.0,0.5,0.65,0.85,0.9566666666666668,1138.9216666666666,136.71571062081912
160.0,3.0,0.5,0.65,0.8716666666666667,0.9604166666666668,1205.9683333333332,136.8298968204277
160.0,3.0,0.5,0.72,0.85,0.9675,1198.1566666666668,132.50993216443143
160.0,3.0,0.5,0.72,0.8716666666666667,0.9458333333333332,1118.775,137.79752431859336
160.0,3.0,0.5,0.72,0.8816666666666667,0.96,1221.2583333333334,141.4975792392066
160.0,3.0,0.5,0.72,0.8516666666666667,0.9525,1113.985,134.3965454975189
160.0,3.0,0.5,0.72,0.8383333333333334,0.96125,1289.115,149.70304530970637
160.0,3.0,0.5,0.78,0.8783333333333333,0.9454166666666668,1025.34,122.52279134920164
160.0,3.0,0.5,0.78,0.8616666666666667,0.9645833333333332,1279.243333333333,139.06601833501796
160.0,3.0,0.5,0.78,0.86,0.9458333333333332,1279.9383333333333,155.99757860478334
160.0,3.0,0.5,0.78,0.8633333333333333,0.9425,1250.7266666666667,147.02388226256153
160.0,3.0,0.5,0.78,0.88,0.9504166666666668,1241.2183333333332,143.89023825085874
160.0,3.0,0.5,0.85,0.8516666666666667,0.9579166666666666,1170.5316666666668,145.10686520821665
160.0,3.0,0.5,0.85,0.8816666666666667,0.955,1085.6766666666667,128.07977509696403
160.0,3.0,0.5,0.85,0.8816666666666667,0.9695833333333334,1282.92,158.18846439189764
160.0,3.0,0.5,0.85,0.8683333333333333,0.955,1328.3666666666666,168.51297345374397
160.0,3.0,0.5,0.85,0.8766666666666667,0.9458333333333332,1065.1833333333334,115.175574908726
160.0,3.0,1.3,0.65,0.88,0.9829166666666668,1480.503333333333,170.14988487278566
160.0,3.0,1.3,0.65,0.8633333333333333,0.9591666666666666,1180.243333333333,149.63157238883628
160.0,3.0,1.3,0.65,0.86,0.9783333333333334,1198.1583333333333,140.75215781847024
160.0,3.0,1.3,0.65,0.8283333333333334,0.9845833333333334,1286.81,168.87678121439114
160.0,3.0,1.3,0.65,0.8716666666666667,0.9645833333333332,1218.0633333333333,146.45581582473565
160.0,3.0,1.3,0.72,0.8616666666666667,0.9820833333333332,1606.6783333333333,205.0090116650702
160.0,3.0,1.3,0.72,0.8433333333333334,0.9745833333333334,1238.605,161.97125971912425
160.0,3.0,1.3,0.72,0.84,0.9679166666666666,1265.5683333333334,154.03218926755392
160.0,3.0,1.3,0.72,0.825,0.9933333333333332,1398.0683333333334,199.42672922794367
160.0,3.0,1.3,0.72,0.8466666666666667,0.9908333333333332,1331.365,175.62221321632407
160.0,3.0,1.3,0.78,0.8333333333333334,0.9970833333333332,1549.215,215.2659257174716
160.0,3.0,1.3,0.78,0.845,0.9904166666666666,1493.7933333333333,235.96701878770168
160.0,3.0,1.3,0.78,0.8233333333333334,0.9954166666666666,1553.868333333333,219.33514157689268
160.0,3.0,1.3,0.78,0.835,0.99125,1517.4916666666666,245.82156793879764
160.0,3.0,1.3,0.78,0.8383333333333334,0.9854166666666668,1693.81,219.43265610812503
160.0,3.0,1.3,0.85,0.8416666666666667,0.98125,1820.8233333333333,256.6676881148506
160.0,3.0,1.3,0.85,0.84,1.0,1937.8283333333331,292.3545715916814
160.0,3.0,1.3,0.85,0.845,0.9995833333333334,1868.7866666666664,296.7746807858709
160.0,3.0,1.3,0.85,0.86,0.9920833333333332,1872.2166666666667,305.999307824199
160.0,3.0,1.3,0.85,0.845,0.9920833333333332,1805.4233333333332,256.5285119739238
160.0,3.0,2.1,0.65,0.8283333333333334,0.9920833333333332,1881.7216666666664,319.38090247209345
160.0,3.0,2.1,0.65,0.8583333333333333,0.99875,2011.06,294.3625820876922
160.0,3.0,2.1,0.65,0.8466666666666667,1.0,2443.738333333333,375.8937126332685
160.0,3.0,2.1,0.65,0.865,0.9970833333333332,2547.083333333333,384.43216964187
160.0,3.0,2.1,0.65,0.8716666666666667,0.99625,2034.55,240.5891743893173
160.0,3.0,2.1,0.72,0.8733333333333333,0.9991666666666666,2579.1016666666665,434.47004269249936
160.0,3.0,2.1,0.72,0.8516666666666667,1.0,2561.745,369.579797393833
160.0,3.0,2.1,0.72,0.8566666666666667,1.0,3074.826666666667,461.839232441574
160.0,3.0,2.1,0.72,0.8433333333333334,1.0,3175.1383333333333,466.6628324574631
160.0,3.0,2.1,0.72,0.8683333333333333,1.0,2825.2,357.58967173750045
160.0,3.0,2.1,0.78,0.8566666666666667,1.0,3150.9483333333333,443.5904593923193
160.0,3.0,2.1,0.78,0.8716666666666667,1.0,3041.02,424.1879020748549
160.0,3.0,2.1,0.78,0.87,1.0,3900.526666666666,696.4617620196788
160.0,3.0,2.1,0.78,0.8633333333333333,1.0,4059.875,694.8775163353131
160.0,3.0,2.1,0.78,0.8416666666666667,0.9991666666666666,3230.9333333333334,439.7549229084562
160.0,3.0,2.1,0.85,0.86,0.9995833333333334,5248.123333333333,527.3376288383837
160.0,3.0,2.1,0.85,0.8616666666666667,0.9975,3259.798333333333,434.0140447004247
160.0,3.0,2.1,0.85,0.8783333333333333,0.9995833333333334,5043.121666666667,784.6300615771457
160.0,3.0,2.1,0.85,0.8683333333333333,0.9991666666666666,5225.393333333333,734.3453855570203
160.0,3.0,2.1,0.85,0.845,0.9966666666666668,4652.86,850.6125618635078
160.0,3.0,3.0,0.65,0.84,1.0,4562.255,600.3053111889539
160.0,3.0,3.0,0.65,0.8316666666666667,1.0,5189.305,724.7517542637156
160.0,3.0,3.0,0.65,0.8333333333333334,1.0,4304.8966666666665,550.8104083883028
160.0,3.0,3.0,0.65,0.8416666666666667,1.0,4536.83,695.5735914337173
160.0,3.0,3.0,0.65,0.8266666666666667,1.0,4492.908333333334,597.7329949600313
160.0,3.0,3.0,0.72,0.8633333333333333,1.0,5162.778333333334,731.1257068365345
160.0,3.0,3.0,0.72,0.8483333333333334,1.0,5454.088333333333,576.2041540957704
160.0,3.0,3.0,0.72,0.855,1.0,6163.92,773.7394933697
160.0,3.0,3.0,0.72,0.82,1.0,6215.1466666666665,870.7891163511149
160.0,3.0,3.0,0.72,0.855,1.0,5398.288333333333,451.6501100009707
160.0,3.0,3.0,0.78,0.8383333333333334,0.9979166666666668,6291.858333333334,684.0519948053819
160.0,3.0,3.0,0.78,0.8416666666666667,0.9970833333333332,6812.6483333333335,780.3353710620553
160.0,3.0,3.0,0.78,0.8333333333333334,0.9991666666666666,6354.261666666666,770.26774989646
160.0,3.0,3.0,0.78,0.8633333333333333,0.9954166666666666,6773.106666666667,885.1742927933584
160.0,3.0,3.0,0.78,0.8383333333333334,0.9975,6965.88,663.231308770427
160.0,3.0,3.0,0.85,0.8466666666666667,0.9875,8662.71,848.0103001929477
160.0,3.0,3.0,0.85,0.835,0.9804166666666668,7039.066666666667,906.2839100169192
160.0,3.0,3.0,0.85,0.8483333333333334,0.9883333333333332,7683.578333333333,783.4089782464981
160.0,3.0,3.0,0.85,0.8433333333333334,0.9895833333333334,7710.093333333333,848.6605768045445
160.0,3.0,3.0,0.85,0.8466666666666667,0.98875,7887.685,812.347498985707
160.0,4.0,0.5,0.65,0.8683333333333333,0.96,1834.493333333333,177.86027274864452
160.0,4.0,0.5,0.65,0.85,0.9420833333333334,1600.165,169.00159104280644
160.0,4.0,0.5,0.65,0.87,0.9666666666666668,1600.1366666666668,162.151753990582
160.0,4.0,0.5,0.65,0.86,0.9491666666666668,1592.31,168.46575487815517
160.0,4.0,0.5,0.65,0.87,0.9683333333333334,1559.3466666666666,151.79458649401465
160.0,4.0,0.5,0.72,0.8466666666666667,0.95625,1662.496666666667,172.7054910984464
160.0,4.0,0.5,0.72,0.865,0.965,1487.375,151.5080340279023
160.0,4.0,0.5,0.72,0.87,0.9733333333333334,1711.6366666666668,178.49112393119782
160.0,4.0,0.5,0.72,0.8516666666666667,0.9654166666666668,1570.4833333333331,163.8231253177917
160.0,4.0,0.5,0.72,0.865,0.9583333333333334,1646.695,168.8138777125072
160.0,4.0,0.5,0.78,0.8533333333333334,0.9579166666666666,1687.378333333333,177.27964311755844
160.0,4.0,0.5,0.78,0.865,0.9654166666666668,1501.0083333333334,152.66402631450396
160.0,4.0,0.5,0.78,0.87,0.975,1736.5166666666669,180.9240624927732
160.0,4.0,0.5,0.78,0.865,0.96375,1595.4833333333331,167.6064031858237
160.0,4.0,0.5,0.78,0.865,0.9608333333333332,1658.9333333333334,169.98072112906084
160.0,4.0,0.5,0.85,0.8533333333333334,0.96375,1911.25,187.18097526191065
160.0,4.0,0.5,0.85,0.8483333333333334,0.9566666666666668,1675.8533333333332,178.50037858658888
160.0,4.0,0.5,0.85,0.8683333333333333,0.9720833333333332,1693.6033333333332,171.83602451820812
160.0,4.0,0.5,0.85,0.855,0.9516666666666668,1651.23,176.04123693044195
160.0,4.0,0.5,0.85,0.8766666666666667,0.97,1640.585,163.0111226522084
160.0,4.0,1.3,0.65,0.8366666666666667,0.9895833333333334,1986.125,248.41259235728504
160.0,4.0,1.3,0.65,0.8433333333333334,0.9795833333333334,1644.865,192.09413519157735
160.0,4.0,1.3,0.65,0.8816666666666667,0.9929166666666668,1879.1816666666664,219.204756633052
160.0,4.0,1.3,0.65,0.8616666666666667,0.9879166666666668,1787.33,208.32188499211185
160.0,4.0,1.3,0.65,0.875,0.9920833333333332,1935.2983333333332,242.8551749442911
160.0,4.0,1.3,0.72,0.8716666666666667,0.9875,1985.4483333333333,268.2678897368988
160.0,4.0,1.3,0.72,0.84,0.99875,1960.0333333333333,233.4878202866741
160.0,4.0,1.3,0.72,0.8716666666666667,0.9991666666666666,2324.51,318.0578090536373
160.0,4.0,1.3,0.72,0.8483333333333334,0.9958333333333332,2397.4816666666666,336.78598990638284
160.0,4.0,1.3,0.72,0.8233333333333334,0.995,2046.7616666666668,240.8647992765974
160.0,4.0,1.3,0.78,0.845,0.9970833333333332,2469.51,330.00030792914924
160.0,4.0,1.3,0.78,0.8316666666666667,0.9925,2387.063333333333,362.98441103655614
160.0,4.0,1.3,0.78,0.8616666666666667,0.9983333333333332,2450.9416666666666,321.63341699916
160.0,4.0,1.3,0.78,0.85,0.9970833333333332,2417.895,328.8901447418778
160.0,4.0,1.3,0.78,0.8683333333333333,0.9895833333333334,2634.213333333333,342.2729580644989
160.0,4.0,1.3,0.85,0.8633333333333333,1.0,2709.275,416.1948414404805
160.0,4.0,1.3,0.85,0.87,1.0,2520.673333333333,337.7479138187072
160.0,4.0,1.3,0.85,0.8733333333333333,0.9991666666666666,3146.1116666666667,489.8771096209288
160.0,4.0,1.3,0.85,0.8616666666666667,1.0,3270.29,515.355271536054
160.0,4.0,1.3,0.85,0.8416666666666667,0.99875,2331.15,268.3440096219776
160.0,4.0,2.1,0.65,0.85,0.9970833333333332,3599.385,596.2845574402097
160.0,4.0,2.1,0.65,0.8383333333333334,0.9991666666666666,2786.125,397.4212031438853
160.0,4.0,2.1,0.65,0.85,0.995,3143.373333333333,431.61746252388303
160.0,4.0,2.1,0.65,0.87,0.9979166666666668,2987.35,424.6209064173202
160.0,4.0,2.1,0.65,0.8616666666666667,0.9983333333333332,3631.255,546.8056723446945
160.0,4.0,2.1,0.72,0.8516666666666667,1.0,3522.7966666666666,563.1124387327592
160.0,4.0,2.1,0.72,0.87,0.9995833333333334,4870.996666666667,736.7942001144025
160.0,4.0,2.1,0.72,0.8433333333333334,0.9995833333333334,4727.19,680.4808573599505
160.0,4.0,2.1,0.72,0.8316666666666667,0.9995833333333334,5052.6,702.6189507834243
160.0,4.0,2.1,0.72,0.86,0.9995833333333334,5198.21,779.1292934423658
160.0,4.0,2.1,0.78,0.8616666666666667,0.9995833333333334,5549.3533333333335,890.6544551558078
160.0,4.0,2.1,0.78,0.8766666666666667,0.9995833333333334,4785.861666666667,616.8484653439791
160.0,4.0,2.1,0.78,0.83,1.0,5497.421666666667,889.5633463656325
160.0,4.0,2.1,0.78,0.8466666666666667,0.9995833333333334,5246.298333333333,644.4051489530652
160.0,4.0,2.1,0.78,0.8716666666666667,0.9991666666666666,4968.468333333333,835.9704952910852
160.0,4.0,2.1,0.85,0.865,1.0,6779.071666666667,766.408383216082
160.0,4.0,2.1,0.85,0.8466666666666667,0.9966666666666668,5610.528333333334,961.9430626933638
160.0,4.0,2.1,0.85,0.865,0.9995833333333334,6618.958333333333,856.2743407327013
160.0,4.0,2.1,0.85,0.8316666666666667,0.9991666666666666,5990.088333333333,1120.3661963232776
160.0,4.0,2.1,0.85,0.8666666666666667,0.9991666666666666,7136.298333333333,949.6101986239172
160.0,4.0,3.0,0.65,0.845,1.0,6640.6033333333335,813.4370305411204
160.0,4.0,3.0,0.65,0.8366666666666667,1.0,5304.363333333334,621.5060535952612
160.0,4.0,3.0,0.65,0.85,1.0,5553.526666666667,671.4641509087105
160.0,4.0,3.0,0.65,0.8233333333333334,1.0,5783.031666666667,683.9450202054907
160.0,4.0,3.0,0.65,0.835,1.0,6939.223333333333,759.5307389800333
160.0,4.0,3.0,0.72,0.865,0.9995833333333334,7562.655,930.5231428117912
160.0,4.0,3.0,0.72,0.86,0.9979166666666668,8353.635,1304.6484450258365
160.0,4.0,3.0,0.72,0.8633333333333333,0.9979166666666668,7665.186666666666,896.3575450058358
160.0,4.0,3.0,0.72,0.86,1.0,7816.673333333333,884.9648523842942
160.0,4.0,3.0,0.72,0.87,0.9991666666666666,8078.495,1052.2438262945525
160.0,4.0,3.0,0.78,0.8583333333333333,0.9970833333333332,9545.358333333334,1679.9673984725289
160.0,4.0,3.0,0.78,0.8483333333333334,0.9995833333333334,7871.163333333333,930.2574070235734
160.0,4.0,3.0,0.78,0.89,0.99375,7964.198333333334,651.6870816047804
160.0,4.0,3.0,0.78,0.8816666666666667,0.9991666666666666,8585.148333333333,1201.091583934057
160.0,4.0,3.0,0.78,0.845,0.9908333333333332,9968.835,1400.1452333389086
160.0,4.0,3.0,0.85,0.81,0.99375,10995.281666666666,1295.4846463764911
160.0,4.0,3.0,0.85,0.8583333333333333,0.9983333333333332,9491.708333333334,1181.6455573749215
160.0,4.0,3.0,0.85,0.8683333333333333,0.9929166666666668,11584.228333333333,1812.841130067356
160.0,4.0,3.0,0.85,0.8616666666666667,0.99375,10062.545,1160.1424228551998
160.0,4.0,3.0,0.85,0.865,0.9783333333333334,9900.271666666667,1247.9355650555665
160.0,5.0,0.5,0.65,0.8666666666666667,0.9641666666666666,2059.905,198.20863412492068
160.0,5.0,0.5,0.65,0.8616666666666667,0.9595833333333332,1860.495,174.2435076982784
160.0,5.0,0.5,0.65,0.8916666666666667,0.9704166666666668,2140.805,207.1901066854625
160.0,5.0,0.5,0.65,0.875,0.9608333333333332,1961.31,189.4895350672432
160.0,5.0,0.5,0.65,0.8983333333333333,0.9654166666666668,2035.105,193.56603690127736
160.0,5.0,0.5,0.72,0.89,0.9916666666666668,2197.275,185.16670698319396
160.0,5.0,0.5,0.72,0.8883333333333333,0.95625,1799.83,168.07055393494724
160.0,5.0,0.5,0.72,0.8883333333333333,0.98125,2296.6583333333333,217.94369669838025
160.0,5.0,0.5,0.72,0.87,0.9704166666666668,2142.0916666666667,205.5919824893201
160.0,5.0,0.5,0.72,0.87,0.9654166666666668,2013.685,193.1654707972761
160.0,5.0,0.5,0.78,0.8983333333333333,0.9779166666666668,2108.665,181.99504418619023
160.0,5.0,0.5,0.78,0.89,0.9833333333333332,2004.9216666666664,187.69380791745783
160.0,5.0,0.5,0.78,0.8716666666666667,0.9654166666666668,2009.388333333333,185.39864489945865
160.0,5.0,0.5,0.78,0.875,0.9825,2170.85,194.87464560583555
160.0,5.0,0.5,0.78,0.8883333333333333,0.975,1977.5833333333333,188.20840325435935
160.0,5.0,0.5,0.85,0.855,0.9854166666666668,2246.7466666666664,213.6203466172848
160.0,5.0,0.5,0.85,0.8733333333333333,0.96125,2081.2883333333334,208.51169079268007
160.0,5.0,0.5,0.85,0.8583333333333333,0.9729166666666668,2303.565,222.22213910484555
160.0,5.0,0.5,0.85,0.8833333333333333,0.9629166666666666,2108.346666666667,201.84536116101907
160.0,5.0,0.5,0.85,0.86,0.9691666666666666,2389.6366666666668,233.34755478089377
160.0,5.0,1.3,0.65,0.8533333333333334,0.9904166666666666,2672.266666666667,308.5597979142599
160.0,5.0,1.3,0.65,0.8683333333333333,0.9825,2583.6266666666666,320.45305525493467
160.0,5.0,1.3,0.65,0.8716666666666667,0.9891666666666666,2625.0466666666666,291.8007273618229
160.0,5.0,1.3,0.65,0.8516666666666667,0.9954166666666666,2527.225,304.9335573120807
160.0,5.0,1.3,0.65,0.8833333333333333,0.9954166666666666,2689.63,301.29496582806246
160.0,5.0,1.3,0.72,0.8766666666666667,0.9833333333333332,2833.0783333333334,333.79039160909883
160.0,5.0,1.3,0.72,0.8633333333333333,0.9983333333333332,2960.468333333333,357.0754154664748
160.0,5.0,1.3,0.72,0.855,0.9970833333333332,2886.29,383.004881474549
