n_neu,c_ie,L,pneu_e,tau,acc,acc_train,mean,mean_train,num_spikes,std_spikes
125.0,0.4,3.0,0.9,10.0,0.2,0.224,0.016,0.002,43.0,3.0
125.0,0.4,3.0,0.9,10.0,0.293,0.315,0.029,0.008,53.0,3.0
125.0,0.4,3.0,0.9,20.0,0.559,0.615,0.019,0.007,84.0,18.0
125.0,0.4,3.0,0.9,20.0,0.582,0.641,0.014,0.003,86.0,17.0
125.0,0.4,3.0,0.9,20.0,0.558,0.592,0.018,0.005,120.0,27.0
125.0,0.4,3.0,0.9,20.0,0.605,0.654,0.016,0.009,93.0,20.0
125.0,0.4,3.0,0.9,20.0,0.689,0.734,0.022,0.009,174.0,35.0
125.0,0.4,3.0,0.9,30.0,0.608,0.659,0.021,0.002,143.0,27.0
125.0,0.4,3.0,0.9,30.0,0.671,0.727,0.008,0.005,147.0,21.0
125.0,0.4,3.0,0.9,30.0,0.666,0.744,0.004,0.003,218.0,38.0
125.0,0.4,3.0,0.9,30.0,0.701,0.764,0.017,0.005,211.0,28.0
125.0,0.4,3.0,0.9,30.0,0.633,0.686,0.021,0.009,124.0,22.0
125.0,0.4,3.0,0.9,80.0,0.651,0.719,0.017,0.006,266.0,28.0
125.0,0.4,3.0,0.9,80.0,0.714,0.794,0.019,0.005,317.0,39.0
125.0,0.4,3.0,0.9,80.0,0.705,0.769,0.025,0.003,262.0,43.0
125.0,0.4,3.0,0.9,80.0,0.646,0.7,0.018,0.004,214.0,26.0
125.0,0.4,3.0,0.9,80.0,0.687,0.765,0.019,0.005,238.0,29.0
125.0,0.4,3.0,0.9,120.0,0.743,0.842,0.02,0.01,344.0,33.0
125.0,0.4,3.0,0.9,120.0,0.677,0.753,0.022,0.008,373.0,48.0
125.0,0.4,3.0,0.9,120.0,0.733,0.816,0.013,0.005,300.0,41.0
125.0,0.4,3.0,0.9,120.0,0.68,0.767,0.008,0.007,366.0,54.0
125.0,0.4,3.0,0.9,120.0,0.74,0.856,0.021,0.004,475.0,59.0
125.0,0.4,3.0,0.9,200.0,0.677,0.785,0.023,0.007,316.0,36.0
125.0,0.4,3.0,0.9,200.0,0.738,0.856,0.013,0.004,458.0,50.0
125.0,0.4,3.0,0.9,200.0,0.719,0.835,0.022,0.006,264.0,39.0
125.0,0.4,3.0,0.9,200.0,0.677,0.771,0.014,0.005,253.0,39.0
125.0,0.4,3.0,0.9,200.0,0.69,0.818,0.01,0.009,561.0,80.0
512.0,0.05,2.0,0.7,10.0,0.405,0.446,0.019,0.005,174.0,4.0
512.0,0.05,2.0,0.7,10.0,0.47,0.524,0.009,0.004,178.0,8.0
512.0,0.05,2.0,0.7,10.0,0.523,0.587,0.018,0.007,182.0,10.0
512.0,0.05,2.0,0.7,10.0,0.405,0.453,0.01,0.005,168.0,6.0
512.0,0.05,2.0,0.7,10.0,0.362,0.402,0.017,0.003,123.0,5.0
512.0,0.05,2.0,0.7,20.0,0.753,0.84,0.025,0.004,315.0,59.0
512.0,0.05,2.0,0.7,20.0,0.812,0.899,0.019,0.004,437.0,70.0
512.0,0.05,2.0,0.7,20.0,0.73,0.807,0.019,0.004,264.0,39.0
512.0,0.05,2.0,0.7,20.0,0.73,0.802,0.027,0.005,260.0,42.0
512.0,0.05,2.0,0.7,20.0,0.742,0.814,0.016,0.003,237.0,37.0
512.0,0.05,2.0,0.7,30.0,0.849,0.919,0.018,0.004,551.0,88.0
512.0,0.05,2.0,0.7,30.0,0.826,0.907,0.016,0.005,413.0,57.0
512.0,0.05,2.0,0.7,30.0,0.807,0.885,0.014,0.005,469.0,88.0
512.0,0.05,2.0,0.7,30.0,0.827,0.904,0.013,0.008,496.0,79.0
512.0,0.05,2.0,0.7,30.0,0.808,0.892,0.01,0.005,420.0,74.0
512.0,0.05,2.0,0.7,80.0,0.851,0.93,0.008,0.007,1011.0,130.0
512.0,0.05,2.0,0.7,80.0,0.854,0.944,0.006,0.003,1178.0,143.0
512.0,0.05,2.0,0.7,80.0,0.846,0.959,0.016,0.004,957.0,114.0
512.0,0.05,2.0,0.7,80.0,0.851,0.945,0.011,0.012,1163.0,142.0
512.0,0.05,2.0,0.7,80.0,0.872,0.957,0.015,0.004,1015.0,112.0
512.0,0.05,2.0,0.7,120.0,0.85,0.956,0.013,0.005,1132.0,130.0
512.0,0.05,2.0,0.7,120.0,0.862,0.956,0.013,0.006,1238.0,143.0
512.0,0.05,2.0,0.7,120.0,0.854,0.966,0.007,0.004,1204.0,124.0
512.0,0.05,2.0,0.7,120.0,0.84,0.963,0.017,0.004,1130.0,140.0
512.0,0.05,2.0,0.7,120.0,0.844,0.934,0.01,0.009,998.0,114.0
512.0,0.05,2.0,0.7,200.0,0.878,0.971,0.011,0.006,1356.0,144.0
512.0,0.05,2.0,0.7,200.0,0.863,0.98,0.007,0.002,1313.0,154.0
512.0,0.05,2.0,0.7,200.0,0.857,0.954,0.014,0.015,1321.0,141.0
512.0,0.05,2.0,0.7,200.0,0.861,0.96,0.02,0.005,953.0,113.0
512.0,0.05,2.0,0.7,200.0,0.855,0.959,0.011,0.004,1091.0,102.0
512.0,0.05,2.0,0.75,10.0,0.422,0.476,0.01,0.006,161.0,10.0
512.0,0.05,2.0,0.75,10.0,0.379,0.426,0.014,0.002,150.0,5.0
512.0,0.05,2.0,0.75,10.0,0.427,0.47,0.018,0.006,103.0,8.0
512.0,0.05,2.0,0.75,10.0,0.506,0.565,0.009,0.006,155.0,11.0
512.0,0.05,2.0,0.75,10.0,0.366,0.424,0.014,0.003,211.0,8.0
512.0,0.05,2.0,0.75,20.0,0.79,0.881,0.021,0.006,403.0,62.0
512.0,0.05,2.0,0.75,20.0,0.791,0.871,0.012,0.004,353.0,61.0
512.0,0.05,2.0,0.75,20.0,0.764,0.839,0.02,0.01,267.0,43.0
512.0,0.05,2.0,0.75,20.0,0.725,0.824,0.022,0.006,291.0,47.0
512.0,0.05,2.0,0.75,20.0,0.791,0.859,0.009,0.005,350.0,54.0
512.0,0.05,2.0,0.75,30.0,0.843,0.929,0.014,0.003,591.0,107.0
512.0,0.05,2.0,0.75,30.0,0.825,0.921,0.007,0.004,456.0,87.0
512.0,0.05,2.0,0.75,30.0,0.813,0.906,0.008,0.005,505.0,86.0
512.0,0.05,2.0,0.75,30.0,0.839,0.927,0.013,0.001,548.0,93.0
512.0,0.05,2.0,0.75,30.0,0.815,0.911,0.007,0.005,419.0,71.0
512.0,0.05,2.0,0.75,80.0,0.848,0.927,0.004,0.005,944.0,123.0
512.0,0.05,2.0,0.75,80.0,0.84,0.949,0.008,0.003,1100.0,122.0
512.0,0.05,2.0,0.75,80.0,0.85,0.965,0.006,0.003,1052.0,125.0
512.0,0.05,2.0,0.75,80.0,0.852,0.936,0.015,0.003,942.0,103.0
512.0,0.05,2.0,0.75,80.0,0.848,0.941,0.013,0.003,984.0,120.0
512.0,0.05,2.0,0.75,120.0,0.864,0.981,0.015,0.001,1329.0,143.0
512.0,0.05,2.0,0.75,120.0,0.875,0.961,0.014,0.004,1149.0,135.0
512.0,0.05,2.0,0.75,120.0,0.859,0.957,0.016,0.003,989.0,98.0
512.0,0.05,2.0,0.75,120.0,0.828,0.938,0.01,0.01,1126.0,117.0
512.0,0.05,2.0,0.75,120.0,0.845,0.954,0.015,0.012,1277.0,129.0
512.0,0.05,2.0,0.75,200.0,0.848,0.943,0.014,0.009,1064.0,128.0
512.0,0.05,2.0,0.75,200.0,0.845,0.971,0.01,0.005,1151.0,123.0
512.0,0.05,2.0,0.75,200.0,0.822,0.968,0.011,0.004,1499.0,172.0
512.0,0.05,2.0,0.75,200.0,0.852,0.958,0.008,0.002,1064.0,109.0
512.0,0.05,2.0,0.75,200.0,0.866,0.957,0.008,0.012,1426.0,142.0
512.0,0.05,2.0,0.8,10.0,0.442,0.498,0.034,0.007,169.0,9.0
512.0,0.05,2.0,0.8,10.0,0.488,0.53,0.018,0.007,187.0,10.0
512.0,0.05,2.0,0.8,10.0,0.506,0.576,0.022,0.006,170.0,12.0
512.0,0.05,2.0,0.8,10.0,0.44,0.487,0.02,0.007,174.0,10.0
512.0,0.05,2.0,0.8,10.0,0.535,0.582,0.016,0.003,156.0,8.0
512.0,0.05,2.0,0.8,20.0,0.745,0.837,0.023,0.008,261.0,57.0
512.0,0.05,2.0,0.8,20.0,0.733,0.808,0.019,0.004,251.0,52.0
512.0,0.05,2.0,0.8,20.0,0.801,0.884,0.015,0.005,292.0,55.0
512.0,0.05,2.0,0.8,20.0,0.753,0.847,0.021,0.003,313.0,53.0
512.0,0.05,2.0,0.8,20.0,0.752,0.843,0.005,0.007,317.0,61.0
512.0,0.05,2.0,0.8,30.0,0.828,0.895,0.017,0.006,474.0,88.0
512.0,0.05,2.0,0.8,30.0,0.8,0.89,0.013,0.009,477.0,90.0
512.0,0.05,2.0,0.8,30.0,0.795,0.883,0.012,0.006,343.0,65.0
512.0,0.05,2.0,0.8,30.0,0.848,0.924,0.009,0.007,677.0,108.0
512.0,0.05,2.0,0.8,30.0,0.818,0.912,0.017,0.008,549.0,84.0
512.0,0.05,2.0,0.8,80.0,0.861,0.964,0.006,0.004,1023.0,131.0
512.0,0.05,2.0,0.8,80.0,0.844,0.957,0.009,0.004,1233.0,144.0
512.0,0.05,2.0,0.8,80.0,0.845,0.937,0.022,0.006,990.0,120.0
512.0,0.05,2.0,0.8,80.0,0.85,0.945,0.006,0.007,1013.0,115.0
512.0,0.05,2.0,0.8,80.0,0.849,0.944,0.008,0.006,942.0,98.0
512.0,0.05,2.0,0.8,120.0,0.844,0.951,0.018,0.007,1062.0,108.0
512.0,0.05,2.0,0.8,120.0,0.84,0.953,0.01,0.012,1233.0,135.0
512.0,0.05,2.0,0.8,120.0,0.847,0.951,0.012,0.009,1107.0,112.0
512.0,0.05,2.0,0.8,120.0,0.846,0.975,0.017,0.002,1093.0,129.0
512.0,0.05,2.0,0.8,120.0,0.847,0.954,0.017,0.003,1308.0,163.0
512.0,0.05,2.0,0.8,200.0,0.858,0.955,0.018,0.007,1346.0,142.0
512.0,0.05,2.0,0.8,200.0,0.85,0.965,0.01,0.007,1416.0,152.0
512.0,0.05,2.0,0.8,200.0,0.849,0.98,0.014,0.004,1427.0,156.0
512.0,0.05,2.0,0.8,200.0,0.836,0.967,0.023,0.006,1402.0,167.0
512.0,0.05,2.0,0.8,200.0,0.832,0.969,0.012,0.01,1114.0,114.0
512.0,0.05,2.0,0.85,10.0,0.448,0.485,0.015,0.007,157.0,11.0
512.0,0.05,2.0,0.85,10.0,0.4,0.44,0.013,0.004,121.0,5.0
512.0,0.05,2.0,0.85,10.0,0.585,0.654,0.026,0.007,229.0,19.0
512.0,0.05,2.0,0.85,10.0,0.451,0.495,0.017,0.003,133.0,5.0
512.0,0.05,2.0,0.85,10.0,0.415,0.476,0.025,0.007,204.0,13.0
512.0,0.05,2.0,0.85,20.0,0.811,0.888,0.02,0.001,375.0,63.0
512.0,0.05,2.0,0.85,20.0,0.744,0.823,0.02,0.006,240.0,49.0
512.0,0.05,2.0,0.85,20.0,0.781,0.843,0.023,0.007,275.0,53.0
512.0,0.05,2.0,0.85,20.0,0.747,0.843,0.01,0.004,260.0,50.0
512.0,0.05,2.0,0.85,20.0,0.817,0.908,0.019,0.005,315.0,57.0
512.0,0.05,2.0,0.85,30.0,0.825,0.927,0.009,0.004,532.0,91.0
512.0,0.05,2.0,0.85,30.0,0.841,0.918,0.005,0.005,529.0,99.0
512.0,0.05,2.0,0.85,30.0,0.805,0.904,0.026,0.007,512.0,75.0
512.0,0.05,2.0,0.85,30.0,0.832,0.914,0.01,0.003,512.0,95.0
512.0,0.05,2.0,0.85,30.0,0.835,0.923,0.016,0.004,584.0,94.0
512.0,0.05,2.0,0.85,80.0,0.85,0.947,0.018,0.005,1101.0,126.0
512.0,0.05,2.0,0.85,80.0,0.859,0.946,0.01,0.002,1188.0,161.0
512.0,0.05,2.0,0.85,80.0,0.85,0.948,0.016,0.003,1127.0,135.0
512.0,0.05,2.0,0.85,80.0,0.862,0.949,0.009,0.008,959.0,106.0
512.0,0.05,2.0,0.85,80.0,0.853,0.967,0.01,0.004,1130.0,148.0
512.0,0.05,2.0,0.85,120.0,0.861,0.976,0.009,0.004,1154.0,117.0
512.0,0.05,2.0,0.85,120.0,0.829,0.944,0.012,0.008,1110.0,114.0
512.0,0.05,2.0,0.85,120.0,0.847,0.94,0.013,0.013,1109.0,118.0
512.0,0.05,2.0,0.85,120.0,0.854,0.979,0.011,0.003,1267.0,161.0
512.0,0.05,2.0,0.85,120.0,0.83,0.965,0.012,0.003,1095.0,122.0
512.0,0.05,2.0,0.85,200.0,0.855,0.957,0.02,0.006,1280.0,144.0
512.0,0.05,2.0,0.85,200.0,0.855,0.974,0.009,0.012,1410.0,185.0
512.0,0.05,2.0,0.85,200.0,0.868,0.989,0.021,0.002,1359.0,161.0
512.0,0.05,2.0,0.85,200.0,0.855,0.979,0.007,0.004,1157.0,127.0
512.0,0.05,2.0,0.85,200.0,0.848,0.97,0.011,0.014,1670.0,191.0
512.0,0.05,2.0,0.9,10.0,0.541,0.598,0.022,0.006,119.0,9.0
512.0,0.05,2.0,0.9,10.0,0.355,0.412,0.018,0.004,125.0,6.0
512.0,0.05,2.0,0.9,10.0,0.439,0.489,0.01,0.006,178.0,9.0
512.0,0.05,2.0,0.9,10.0,0.471,0.533,0.016,0.003,193.0,10.0
512.0,0.05,2.0,0.9,10.0,0.461,0.5,0.029,0.009,157.0,7.0
512.0,0.05,2.0,0.9,20.0,0.796,0.878,0.021,0.006,316.0,57.0
512.0,0.05,2.0,0.9,20.0,0.807,0.919,0.017,0.007,485.0,75.0
512.0,0.05,2.0,0.9,20.0,0.757,0.853,0.011,0.009,331.0,73.0
512.0,0.05,2.0,0.9,20.0,0.773,0.853,0.011,0.006,341.0,63.0
512.0,0.05,2.0,0.9,20.0,0.787,0.877,0.021,0.005,322.0,63.0
512.0,0.05,2.0,0.9,30.0,0.801,0.882,0.009,0.006,474.0,82.0
512.0,0.05,2.0,0.9,30.0,0.832,0.924,0.01,0.005,503.0,93.0
512.0,0.05,2.0,0.9,30.0,0.835,0.917,0.015,0.005,578.0,92.0
512.0,0.05,2.0,0.9,30.0,0.824,0.913,0.02,0.005,522.0,80.0
512.0,0.05,2.0,0.9,30.0,0.83,0.928,0.007,0.003,618.0,99.0
512.0,0.05,2.0,0.9,80.0,0.848,0.967,0.017,0.001,1243.0,149.0
512.0,0.05,2.0,0.9,80.0,0.851,0.943,0.017,0.014,1179.0,144.0
512.0,0.05,2.0,0.9,80.0,0.84,0.95,0.015,0.002,1038.0,118.0
512.0,0.05,2.0,0.9,80.0,0.843,0.945,0.012,0.003,1029.0,120.0
512.0,0.05,2.0,0.9,80.0,0.832,0.941,0.007,0.008,820.0,104.0
512.0,0.05,2.0,0.9,120.0,0.847,0.951,0.016,0.009,1206.0,120.0
512.0,0.05,2.0,0.9,120.0,0.841,0.968,0.012,0.008,1240.0,152.0
512.0,0.05,2.0,0.9,120.0,0.853,0.955,0.01,0.011,1182.0,122.0
512.0,0.05,2.0,0.9,120.0,0.857,0.968,0.012,0.004,1233.0,152.0
512.0,0.05,2.0,0.9,120.0,0.857,0.972,0.013,0.003,1108.0,129.0
512.0,0.05,2.0,0.9,200.0,0.845,0.953,0.016,0.018,1230.0,139.0
512.0,0.05,2.0,0.9,200.0,0.855,0.98,0.006,0.004,1382.0,156.0
512.0,0.05,2.0,0.9,200.0,0.855,0.953,0.007,0.014,1400.0,189.0
512.0,0.05,2.0,0.9,200.0,0.854,0.981,0.012,0.006,1186.0,139.0
512.0,0.05,2.0,0.9,200.0,0.858,0.972,0.016,0.011,1332.0,163.0
512.0,0.05,3.0,0.7,10.0,0.475,0.524,0.014,0.004,118.0,7.0
512.0,0.05,3.0,0.7,10.0,0.387,0.445,0.015,0.007,151.0,8.0
512.0,0.05,3.0,0.7,10.0,0.421,0.476,0.024,0.009,193.0,11.0
512.0,0.05,3.0,0.7,10.0,0.363,0.408,0.033,0.01,156.0,10.0
512.0,0.05,3.0,0.7,10.0,0.387,0.466,0.016,0.006,232.0,13.0
512.0,0.05,3.0,0.7,20.0,0.82,0.902,0.013,0.004,440.0,71.0
512.0,0.05,3.0,0.7,20.0,0.759,0.852,0.016,0.005,295.0,65.0
512.0,0.05,3.0,0.7,20.0,0.764,0.862,0.009,0.005,410.0,69.0
512.0,0.05,3.0,0.7,20.0,0.805,0.918,0.015,0.007,494.0,82.0
